timestep,agent_name,actor_type,actor_id,bank_id,bank_name,base_reputation_score,current_reputation_score,reputation_source,reputation_notes,campaign_name,campaign_type,campaign_detail,target_segment,marketing_channel,marketing_spend_eur,product_id,product_name,source_function,start_timestep,end_timestep,visibility,reasoning_summary,action_sequence,intra_timestep_sequence,action_id,depends_on_action_id,source_snapshot_timestep,committed_timestep,validation_status,validation_errors,repair_notes,raw_row_json
5,bank_agent,bank,B001,B001,,,,,,New Lower Rates and New Car Loans!,,,,,,,,bank_owned_marketing,,,public,,4,4,B001-marketing-5,,4,5,,,,
5,bank_agent,bank,B005,B005,,,,,,Sparkasse Green and Personal Loans - Rates Slashed!,,"To better serve our customers in a competitive market, Sparkasse is cutting interest rates on our popular Green Energy and Personal loan products. Get the funding you need at an even better price.",,,,,,bank_owned_marketing,,,public,,1,1,B005-MA-1,,4,5,,,,
5,bank_agent,bank,B002,B002,,,,,,"Drive Green, Save Green! New Lower Rates on Car and Green Energy Loans!",major,"Commerzbank is making your sustainable and mobility goals more affordable. Take advantage of our new, highly competitive interest rates on Green Energy and Car loans. Apply today!",,,,,,bank_owned_marketing,,,public,,3,3,A012,,4,5,,,,
5,bank_agent,bank,B007,B007,,,,,,Targobank's New Lower Rates,,Targobank is cutting rates again! Get our Personal Loan at a new low rate of 5.09% and our Green Energy Loan at an amazing 4.59%. Apply now!,,,,,,bank_owned_marketing,5,5,public,,5,5,B007-M-5,,4,5,,,,
5,bank_agent,bank,B008,B008,,,,,,B008_campaign_5_4,,,,,,,,bank_owned_marketing,,,public,,4,1,action_B008_6,,4,5,,,,
6,bank_agent,bank,B004,B004,,,,,,DKB Market Leadership,,,"General public, environmentally conscious consumers, car buyers, personal loan seekers",,,,,bank_owned_marketing,,,public,,1,1,A013,,5,6,,,,
6,bank_agent,bank,B002,B002,,,,,,Price War! Our New Rates Crush the Competition!,,,,,,,,bank_owned_marketing,,,public,,2,2,A014,,5,6,,,,
6,bank_agent,bank,B003,B003,,,,,,New Lower Rates on ING Loans!,,,,"online_ads,social_media",,"personal_loan,green_energy_loan,car_loan",,bank_owned_marketing,,,public,,1,1,B003_marketing_timestep_6,,5,6,,,,
6,bank_agent,bank,B007,B007,,,,,,Unbeatable Personal Loan Rates!,,Targobank is slashing rates on Personal Loans! Get the funding you need at a new low rate of 4.89%.,,,,PL-001,,bank_owned_marketing,,,public,,6,6,B007-A-17,,5,6,,,,
6,bank_agent,bank,B007,B007,,,,,,Your Dream Car is Closer Than Ever!,,Drive away with a great deal! Targobank's Car Loan now at an incredible 4.49%.,,,,CL-001,,bank_owned_marketing,,,public,,6,6,B007-A-18,,5,6,,,,
6,bank_agent,bank,B007,B007,,,,,,Go Green and Save Green!,,"Finance your sustainable future with Targobank's Green Energy Loan, now at a market-leading rate of 4.39%.",,,,GEL-001,,bank_owned_marketing,,,public,,6,6,B007-A-19,,5,6,,,,
6,bank_agent,bank,B005,B005,,,,,,Sparkasse Rate Reduction,,,"All marketplace customers, environmentally conscious borrowers, and personal loan seekers.","Marketplace promotion, online advertising, social media campaigns",,,,bank_owned_marketing,,,public,,2,2,B005-M-1,,5,6,,,,
6,bank_agent,bank,B001,B001,,,,,,"Unbeatable Personal Loan Rates! Your projects, our best rates.",,,,,,,,bank_owned_marketing,,,public,,4,4,B001-mktg-6-1,,5,6,,,,
6,bank_agent,bank,B001,B001,,,,,,"Drive Green, Save Big! Competitive Rates on Green Energy and Car Loans.",,,,,,,,bank_owned_marketing,,,public,,5,5,B001-mktg-6-2,,5,6,,,,
6,bank_agent,bank,B006,B006,,,,,,Go Green for Less! Our Lowest Rate Ever!,,Volksbanken is committed to a sustainable future. Our Green Energy Loans now have an even lower rate of 3.2% to help you save money and the planet. #GreenEnergy #Volksbanken #SustainableFinance,All,,,B006-GL,,bank_owned_marketing,,,public,,6,6,B006-marketing-6-1,,5,6,,,,
6,bank_agent,bank,B006,B006,,,,,,Winning the Price War! Volksbanken Slashes Rates Again!,,Don't settle for less. Volksbanken continues to lead the market by cutting rates on all our standard loans. Get the best deal today. #PriceWar #LowRates #Volksbanken,All,,,B006-L,,bank_owned_marketing,,,public,,7,7,B006-marketing-6-2,,5,6,,,,
7,bank_agent,bank,B004,B004,,,,,,#1 Loan Leader,,"DKB launches the '#1 Loan Leader' campaign to celebrate and reinforce its top-ranked positions in Green Energy, Car, and Personal loans, highlighting its market-leading interest rates.",,,,,,bank_owned_marketing,,,public,,5,5,A017,,6,7,,,,
7,bank_agent,bank,B001,B001,,,,,,B001_campaign_7_2,,,,,,,,bank_owned_marketing,,,public,,2,2,B001-mktg-7,,6,7,,,,
7,bank_agent,bank,B003,B003,,,,,,Price War Challenge: ING's Rates Just Dropped Again!,,"The price war is on, and ING is leading the charge for better rates! We've slashed our APRs on Green Energy, Car, and Personal loans to challenge the market. Don't settle for less, get a loan with our new unbeatable rates.",,,,,,bank_owned_marketing,,,public,,1,1,B003_marketing_timestep_7,,6,7,,,,
7,bank_agent,bank,B005,B005,,,,,,Sparkasse Price War Offensive,"Announce Sparkasse's new, highly competitive interest rates for Personal and Green Energy loans to increase visibility and attract customers in a price-sensitive market.",,"All loan seekers on the marketplace, particularly those looking for Green Energy and Personal loans.","Online advertising, social media, marketplace visibility placements.",200000.0,,,bank_owned_marketing,7,8,public,,5,5,B005-M-1,,6,7,,,,
7,bank_agent,bank,B007,B007,,,,,,Price War Response: Targobank Drastically Cuts Loan Rates!,,,,"Online Ads, Social Media",,,,bank_owned_marketing,,,public,,7,7,B007-M-7,,6,7,,,,
7,bank_agent,bank,B002,B002,,,,,,Commerzbank's Price War Offensive,brand_awareness_and_sales,,all_customers,,2500000.0,,,bank_owned_marketing,7,8,public,,3,3,A018,,6,7,,,,
7,bank_agent,bank,B006,B006,,,,,,New Competitive Green Loan Rate,,The market is hot and so are our rates! We've slashed our Green Energy Loan APR to 3.0% to compete directly with the top offers. Don't miss out on our most competitive rate yet.,,,,B006-GL,,bank_owned_marketing,,,public,,6,6,B006-marketing-7-1,,6,7,,,,
7,bank_agent,bank,B006,B006,,,,,,Standard Loan Price Cuts,,"In this price war, you're the winner. We've lowered rates on all our Standard Loans to keep you competitive. New rates now start from a low 3.4% APR.",,,,B006-L,,bank_owned_marketing,,,public,,7,7,B006-marketing-7-2,,6,7,,,,
8,bank_agent,bank,B003,B003,,,,,,The Price War Isn't Over! ING Fights for the #1 Spot with Unbeatable Loan Rates.,,,,,,,,bank_owned_marketing,,,private,,2,2,B003_marketing_timestep_8,,7,8,,,,
8,bank_agent,bank,B004,B004,,,,,,DKB: Still the #1 Loan Leader in Germany!,,,,digital_ads,,,,bank_owned_marketing,,,public,,1,1,A017,,7,8,,,,
8,bank_agent,bank,B007,B007,,,,,,Targobank Joins the Price War! Unbeatable Loan Rates!,,,,,,,,bank_owned_marketing,,,public,,8,8,B007-A-25,,7,8,,,,
8,bank_agent,bank,B008,B008,,,,,,B008_campaign_8_7,,,,,,,,bank_owned_marketing,,,public,,7,7,action_B008_11,,7,8,,,,
8,bank_agent,bank,B002,B002,,,,,,Still the Best Rates: Commerzbank's Price War Promise!,,"The fight for the best loan rates continues, and so does our commitment to you. We have lowered our rates on Green Energy, Car, and Personal loans AGAIN to stay ahead of the competition. Your advantage is our mission.",all_customers,,,,,bank_owned_marketing,,,public,,3,3,A022,,7,8,,,,
8,bank_agent,bank,B001,B001,,,,,,Price War Advantage,,"Deutsche Bank fights for you! We've slashed our loan rates to offer you the best deals in the market. Don't miss out on our market-leading rates for Personal, Car, and Green Energy loans.",all_customers,,,,,bank_owned_marketing,,,public,,1,1,B001-mktg-1,,7,8,,,,
8,bank_agent,bank,B006,B006,,,,,,Price War Leadership,Increase market share by highlighting our market-leading interest rates.,,,"Online Comparison Portals, Social Media",50000.0,"B006-GL,B006-L",,bank_owned_marketing,,,public,,6,6,B006-marketing-8-1,,7,8,,,,
9,bank_agent,bank,B004,B004,,,,,,Price War Champion,,,All loan seekers,"Online, Social Media",,,,bank_owned_marketing,,,public,,1,1,A021,,8,9,,,,
9,bank_agent,bank,B003,B003,,,,,,The Price War Rages On! ING Leads the Charge with Unbeatable Loan Rates!,,,,"Online, Social Media",,,,bank_owned_marketing,9,9,public,,1,1,B003_marketing_timestep_9,,8,9,,,,
9,bank_agent,bank,B007,B007,,,,,,Targobank Price War Rates,,,,,,"PL-001,CL-001,GEL-001",,bank_owned_marketing,,,public,,9,9,B007-A-29,,8,9,,,,
9,bank_agent,bank,B006,B006,,,,,,Price War Alert! Volksbanken Leads the Charge with Unbeatable Loan Rates.,,,,,100000.0,,,bank_owned_marketing,,,public,,2,2,B006-marketing-9-2,,8,9,,,,
9,bank_agent,bank,B002,B002,,,,,,Price War Escalation,,,,,2000000.0,,,bank_owned_marketing,,,public,,3,3,A026,,8,9,,,,
9,bank_agent,bank,B001,B001,,,,,,Price War Champions,Assert market leadership by highlighting our market-leading interest rates and directly challenging competitors in the ongoing price war.,,All potential loan customers,"Online advertising, social media, press releases",2000000.0,,,bank_owned_marketing,,,public,,1,1,B001-marketing-9-1,,8,9,,,,
9,bank_agent,bank,B008,B008,,,,,,Price War Continues: Santander Leads the Charge,,,,,100000.0,,,bank_owned_marketing,,,public,,8,8,action_B008_12,,8,9,,,,
9,bank_agent,bank,B005,B005,,,,,,Price War Alert: Sparkasse Drops Rates Again!,,The price war isn't over! Sparkasse continues its offensive with even lower rates on Personal and Green Energy Loans. We are committed to winning your business with the best offers in the market.,,,,,,bank_owned_marketing,,,public,,2,2,B005-M-1,,8,9,,,,
